word,pos,pronunciation,meaning_cn,difficulty,tags,examples
divide,v,/dɪˈvaɪd/,划分,3,高频|四级,Divide the cake into eight pieces.
divorce,n/v,/dɪˈvɔːrs/,离婚,5,高频|六级,Their divorce was finalized last month.
domestic,adj,/dəˈmestɪk/,国内的、国内的、家庭的,5,高频|六级,Domestic flights are cheaper.
dominant,adj,/ˈdɒmɪnənt/,占主导的,5,高频|六级,English is the dominant language in business.
donate,v,/doʊˈneɪt/,捐赠,4,高频|六级,She donated money to the hospital.
doubt,n/v,/daʊt/,怀疑,4,高频|六级,I have no doubt about his ability.
draft,n/v,/drɑːft/,草稿、草稿、起草,5,高频|六级,He drafted the proposal yesterday.
dramatic,adj,/drəˈmætɪk/,戏剧性的,4,高频|六级,There was a dramatic change in the weather.
drawback,n,/ˈdrɔːbæk/,缺点,5,高频|六级|雅思,Every job has its drawbacks.
economy,n,/ɪˈkɒnəmi/,经济,4,高频|六级|商务,The economy is growing rapidly.
edit,v,/ˈedɪt/,编辑,4,高频|六级,She edited the manuscript carefully.
effect,n,/ɪˈfekt/,效果、效果、影响,3,高频|四级,The effect was immediate.
efficient,adj,/ɪˈfɪʃnt/,高效的,4,高频|六级,This new system is very efficient.
effort,n,/ˈefərt/,努力,3,高频|四级,Make an effort to study harder.
elect,v,/ɪˈlekt/,选举,5,高频|六级,The people elected a new president.
element,n,/ˈelɪmənt/,元素、元素、成分,4,高频|六级,Water contains hydrogen and oxygen elements.
embarrass,v,/ɪmˈbærəs/,使尴尬,4,高频|六级,Don't embarrass me in public.
emerge,v,/ɪˈmɜːrdʒ/,出现、出现、浮现,5,高频|六级|雅思,New evidence emerged during the trial.
emotion,n,/ɪˈmoʊʃn/,情感,4,高频|六级,She couldn't control her emotions.
emphasis,n,/ˈemfəsɪs/,强调,5,高频|六级|雅思,The school puts emphasis on creativity.
empire,n,/ˈempaɪər/,帝国,5,高频|六级,The Roman Empire was powerful.
employ,v,/ɪmˈplɔɪ/,雇用、雇用、使用,4,高频|六级,The company employs 1000 people.
enable,v,/ɪˈneɪbl/,使能够,4,高频|六级,The new tool enables faster work.
encounter,v/n,/ɪnˈkaʊntər/,遭遇,5,高频|六级|雅思,We encountered many difficulties.
encourage,v,/ɪnˈkʌrɪdʒ/,鼓励,3,高频|四级,Parents should encourage their children.
endanger,v,/ɪnˈdeɪndʒər/,危及,5,高频|六级,Endangered species need protection.
endure,v,/ɪnˈdʊr/,忍受、忍受、持续,5,高频|六级,She endured great pain.
engage,v,/ɪnˈɡeɪdʒ/,从事、从事、参与,5,高频|六级,He engaged in a heated discussion.
enhance,v,/ɪnˈhɑːns/,增强、增强、提高,5,高频|六级|雅思,Exercise can enhance your memory.
ensure,v,/ɪnˈʃʊr/,确保,4,高频|六级,Please ensure the door is locked.
enter,v,/ˈentər/,进入,2,高频|四级,Please enter the room quietly.
entertain,v,/ˌentərˈteɪn/,娱乐、娱乐、招待,4,高频|六级,He entertained guests at home.
enthusiasm,n,/ɪnˈθjuːziæzəm/,热情,5,高频|六级,She shows great enthusiasm for her work.
entitle,v,/ɪnˈtaɪtl/,给...权利,5,高频|六级,The book is entitled 'Pride and Prejudice'.
environment,n,/ɪnˈvaɪrənmənt/,环境,4,高频|六级,We must protect the environment.
envy,v/n,/ˈenvi/,嫉妒,4,高频|六级,I envy her success.
equal,adj/v,/ˈiːkwəl/,相等的、相等的、等于,3,高频|四级,All people are equal.
equip,v,/ɪˈkwɪp/,装备、装备、配备,4,高频|六级,The kitchen is equipped with modern appliances.
equivalent,adj/n,/ɪˈkwɪvələnt/,相等的、相等的、等价物,5,高频|六级,5 dollars is equivalent to about 35 yuan.
erase,v,/ɪˈreɪs/,擦除、擦除,4,高频,Erase the blackboard  please.
escape,v/n,/ɪˈskeɪp/,逃跑、逃跑、逃脱,4,高频|六级,The prisoner escaped from jail.
essential,adj,/ɪˈsenʃl/,必要的、必要的、本质的,4,高频|六级|雅思,Water is essential for life.
establish,v,/ɪˈstæblɪʃ/,建立,5,高频|六级,The company was established in 1990.
estimate,v/n,/ˈestɪmeɪt/,估计,4,高频|六级,The estimate was $5000.
evaluate,v,/ɪˈvæljueɪt/,评估,5,高频|六级|雅思,Teachers evaluate students' performance.
eventually,adv,/ɪˈventʃuəli/,最终、最终,4,高频,Eventually  she found a solution.
evidence,n,/ˈevɪdəns/,证据,4,高频|六级|雅思,There is strong evidence against him.
evolve,v,/ɪˈvɒlv/,进化、进化、发展,5,高频|六级,Species evolve over time.
exaggerate,v,/ɪɡˈzædʒəreɪt/,夸大,5,高频|六级,Don't exaggerate the problem.
examine,v,/ɪɡˈzæmɪn/,检查,4,高频|六级,The doctor examined the patient.
exception,n,/ɪkˈsepʃn/,例外,4,高频|六级,There's no exception to the rule.
exchange,v/n,/ɪksˈtʃeɪndʒ/,交换,3,高频|四级,We exchanged business cards.
exhibit,v/n,/ɪɡˈzɪbɪt/,展览,5,高频|六级,The museum exhibits ancient art.
exist,v,/ɪɡˈzɪst/,存在,3,高频|四级,Do ghosts really exist?
expand,v,/ɪkˈspænd/,扩大、扩大、扩展,4,高频|六级,The company plans to expand overseas.
expect,v,/ɪkˈspekt/,期待、期待、期望,2,高频|四级,We expect good results.
experience,n/v,/ɪkˈspɪəriəns/,经验、经验、经历,3,高频|四级,She has 10 years of teaching experience.
experiment,n/v,/ɪkˈsperɪmənt/,实验,4,高频|六级,The experiment was a success.
explain,v,/ɪkˈspleɪn/,解释,2,高频|四级,Please explain the rules.
explore,v,/ɪkˈsplɔːr/,探索,3,高频|四级,Let's explore the city together.
export,v/n,/ɪkˈspɔːrt/,出口,4,高频|六级|商务,The country exports cotton.
expose,v,/ɪkˈspoʊz/,暴露、暴露、揭露,5,高频|六级|雅思,Don't expose the baby to the sun.
express,v/adj,/ɪkˈspres/,表达、表达、快速的,3,高频|四级,Express your opinion clearly.
extend,v,/ɪkˈstend/,延伸、延伸、扩展,4,高频|六级,Extend your arm to the left.
extreme,adj/n,/ɪkˈstriːm/,极端的、极端的、极端,5,高频|六级|雅思,Extreme weather is becoming common.
facility,n,/fəˈsɪləti/,设施,4,高频|六级,The hotel has excellent facilities.
factor,n,/ˈfæktər/,因素,4,高频|六级,Many factors influence the result.
fade,v,/feɪd/,褪色、褪色、衰退,5,高频|六级,The color faded in the sun.
fail,v,/feɪl/,失败,3,高频|四级,Don't be afraid of failing.
faith,n,/feɪθ/,信仰、信仰、信任,4,高频|六级,Have faith in yourself.
faithful,adj,/ˈfeɪθfl/,忠诚的,5,高频|六级,He is a faithful friend.
fame,n,/feɪm/,名声,5,高频|六级,She achieved worldwide fame.
familiar,adj,/fəˈmɪliər/,熟悉的,3,高频|四级,The name sounds familiar.
famous,adj,/ˈfeɪməs/,著名的,2,高频|四级,She is a famous singer.
fault,n,/fɔːlt/,过错、过错、故障,4,高频|六级,It's not your fault.
favor,n,/ˈfeɪvər/,恩惠、恩惠、支持,4,高频|六级,Can you do me a favor?
favorite,adj/n,/ˈfeɪvərɪt/,最喜欢的,4,高频|四级,What's your favorite color?
fear,n/v,/fɪər/,害怕,3,高频|四级,She has a fear of heights.
feature,n/v,/ˈfiːtʃər/,特征、特征、特点,4,高频|六级,The car has many new features.
federal,adj,/ˈfedərəl/,联邦的,5,高频|六级,The federal government regulates this.
fee,n,/fiː/,费用,4,高频|六级|商务,The tuition fee is $5000 per year.
feed,v,/fiːd/,喂养,3,高频|四级,Feed the dog twice a day.
feel,v,/fiːl/,感觉,1,高频|高考,How do you feel today?
fellow,n/adj,/ˈfeloʊ/,同伴的,5,高频|六级,She is my fellow student.
female,adj/n,/ˈfiːmeɪl/,女性的,3,高频|四级,The female employees get equal pay.
fence,n,/fens/,栅栏,3,高频|四级,The fence around the house is white.
fiction,n,/ˈfɪkʃn/,小说、小说、虚构,5,高频|六级,She loves reading fiction.
field,n,/fiːld/,田野、田野、领域,2,高频|四级,He works in the field of medicine.
fierce,adj,/fɪərs/,凶猛的、凶猛的、激烈的,5,高频|六级,The competition was fierce.
fight,v/n,/faɪt/,战斗、战斗、斗争,2,高频|四级,They fought for their rights.
figure,n/v,/ˈfɪɡjər/,数字、数字、人物,3,高频|四级,She has a slim figure.
file,n/v,/faɪl/,文件,3,高频|四级|商务,Save the file on your computer.
fill,v,/fɪl/,填充,2,高频|四级,Fill the glass with water.
film,n/v,/fɪlm/,电影,3,高频|四级,We watched a film last night.
finance,n,/ˈfaɪnæns/,财政、财政、金融,5,高频|六级|商务,He works in finance.
find,v,/faɪnd/,发现、发现、找到,1,高频|高考,I can't find my keys.
fine,adj/n,/faɪn/,好的、好的、罚款,2,高频|四级,I'm feeling fine.
finger,n,/ˈfɪŋɡər/,手指,2,高频|四级,She has a ring on her finger.
fire,n/v,/ˈfaɪər/,火、火、解雇,2,高频|四级,The fire department arrived quickly.
firm,n/adj,/fɜːrm/,公司、公司、坚固的,4,高频|六级|商务,He works at a law firm.
first,adj/adv,/fɜːrst/,第一的,1,高频|高考,This is my first car.
fish,n/v,/fɪʃ/,鱼、鱼、钓鱼,1,高频|高考,We caught three fish.
fit,v/adj,/fɪt/,适合,2,高频|四级,These shoes fit perfectly.
fix,v,/fɪks/,修理、修理、固定,2,高频|四级,Can you fix the broken computer?
flame,n,/fleɪm/,火焰,5,高频|六级,The flame flickered in the wind.
flash,n/v,/flæʃ/,闪光,4,高频|六级,The camera flash was too bright.
flat,adj/n,/flæt/,平坦的、平坦的、公寓,3,高频|四级,She lives in a small flat.
flavor,n,/ˈfleɪvər/,味道,4,高频|六级,What flavor do you prefer?
flee,v,/fliː/,逃跑,5,高频|六级,The suspect fled the country.
flexible,adj,/ˈfleksəbl/,灵活的,5,高频|六级,We need a flexible schedule.
flight,n,/flaɪt/,航班、航班、飞行,3,高频|四级|旅行,The flight was delayed by one hour.
float,v,/floʊt/,漂浮,4,高频|六级,The boat floated on the lake.
flood,n/v,/flʌd/,洪水,4,高频|六级,The flood damaged many houses.
floor,n,/flɔːr/,地板、地板、楼层,1,高频|高考,The floor is wet.
flour,n,/ˈflaʊər/,面粉,3,高频|四级,We need flour to make bread.
flow,v/n,/floʊ/,流动,4,高频|六级,The river flows to the sea.
flower,n,/ˈflaʊər/,花,2,高频|四级,She picked some flowers from the garden.
fluent,adj,/ˈfluːənt/,流利的,4,高频|六级,She is fluent in three languages.
fluid,n/adj,/ˈfluːɪd/,液体、液体、流动的,5,高频|六级,Drink plenty of fluids.
focus,v/n,/ˈfoʊkəs/,集中、集中、焦点,3,高频|四级,Focus on your studies.
fold,v,/foʊld/,折叠,3,高频|四级,She folded the letter carefully.
folk,n/adj,/foʊk/,人们、人们、民间的,4,高频|六级,Folk music is popular in this region.
follow,v,/ˈfɒloʊ/,跟随,2,高频|四级,Follow the instructions carefully.
fond,adj,/fɒnd/,喜爱的,4,高频|六级,She is fond of classical music.
food,n,/fuːd/,食物,1,高频|高考,I love Chinese food.
fool,n/v,/fuːl/,傻瓜、傻瓜、欺骗,3,高频|四级,Don't fool me.
foot,n,/fʊt/,脚,1,高频|高考,My foot hurts.
force,n/v,/fɔːrs/,力量、力量、强迫,3,高频|四级,Use force to open the door.
forecast,n/v,/ˈfɔːrkɑːst/,预报,5,高频|六级,The weather forecast says it'll rain.
foreign,adj,/ˈfɒrən/,外国的,3,高频|四级,She speaks three foreign languages.
forest,n,/ˈfɒrɪst/,森林,3,高频|四级,We walked through the forest.
forever,adv,/fərˈevər/,永远,3,高频|四级,I'll remember this forever.
forget,v,/fərˈɡet/,忘记,1,高频|高考,Don't forget to call me.
forgive,v,/fərˈɡɪv/,原谅,4,高频|六级,Please forgive my mistake.
former,adj,/ˈfɔːrmər/,以前的,4,高频|六级,The former president gave a speech.
fortune,n,/ˈfɔːrtʃən/,财富、财富、运气,4,高频|六级,She made a fortune in real estate.
forward,adv,/ˈfɔːrwərd/,向前,3,高频|四级,Move forward step by step.
found,v,/faʊnd/,建立,4,高频|六级,The company was founded in 1990.
frame,n/v,/freɪm/,框架,3,高频|四级,The picture frame is wooden.
free,adj,/friː/,自由的、自由的、免费的,1,高频|高考,The event is free of charge.
freedom,n,/ˈfriːdəm/,自由,3,高频|四级,People fought for freedom.
freeze,v,/friːz/,冻结,4,高频|六级,Water freezes at 0 degrees Celsius.
frequent,adj,/ˈfriːkwənt/,频繁的,4,高频|六级,He is a frequent visitor to the museum.
fresh,adj,/freʃ/,新鲜的,3,高频|四级,I love the fresh morning air.
friend,n,/frend/,朋友,1,高频|高考,She is my best friend.
friendly,adj,/ˈfrendli/,友好的,2,高频|四级,He is very friendly to everyone.
frighten,v,/ˈfraɪtn/,使害怕,4,高频|六级,The horror movie frightened me.
front,adj/n,/frʌnt/,前面的、前面的、前面,2,高频|四级,Sit in the front row.
fruit,n,/fruːt/,水果,1,高频|高考,Eat more fruit and vegetables.
fuel,n/v,/ˈfjuːəl/,燃料,4,高频|六级,The car runs on unleaded fuel.
function,n/v,/ˈfʌŋkʃn/,功能,3,高频|四级,What is the function of this button?
fundamental,adj,/ˌfʌndəˈmentl/,基本的,5,高频|六级|雅思,Reading is a fundamental skill.
funny,adj,/ˈfʌni/,有趣的,2,高频|四级,He told a funny joke.
furniture,n,/ˈfɜːrnɪtʃər/,家具,3,高频|四级,We bought new furniture for the house.
further,adv/adj,/ˈfɜːrðər/,更远,3,高频|四级,We need to investigate further.
future,n/adj,/ˈfjuːtʃər/,未来,1,高频|高考,Plan for the future.
gain,v/n,/ɡeɪn/,获得、获得、收益,3,高频|四级,She gained valuable experience.
gap,n,/ɡæp/,差距、差距、缺口,3,高频|四级,There is a gap between the rich and poor.
gather,v,/ˈɡæðər/,收集、收集、聚集,3,高频|四级,We gathered around the fireplace.
gaze,v/n,/ɡeɪz/,凝视,5,高频|六级,She gazed at the stars.
general,adj,/ˈdʒenrəl/,一般的、一般的,3,高频,In general  I agree with you.
generate,v,/ˈdʒenəreɪt/,产生,5,高频|六级,The new policy will generate more jobs.
generation,n,/ˌdʒenəˈreɪʃn/,一代人,5,高频|六级,The younger generation is more tech-savvy.
gentle,adj,/ˈdʒentl/,温柔的,3,高频|四级,She has a gentle voice.
genuine,adj,/ˈdʒenjuɪn/,真正的,5,高频|六级|雅思,He showed genuine concern for her.
gesture,n/v,/ˈdʒestʃər/,手势,4,高频|六级,He made a gesture of agreement.
ghost,n,/ɡoʊst/,鬼、鬼、幽灵,3,高频|四级,Do you believe in ghosts?
giant,adj/n,/ˈdʒaɪənt/,巨大的、巨大的、巨人,4,高频|六级,The giant tree is 1000 years old.
gift,n,/ɡɪft/,礼物,2,高频|四级,She received many gifts on her birthday.
glance,v/n,/ɡlɑːns/,瞥一眼,3,高频|四级,He glanced at his watch.
global,adj,/ˈɡloʊbl/,全球的,4,高频|六级,Global warming is a serious issue.
glory,n,/ˈɡlɔːri/,荣誉、荣誉、光荣,5,高频|六级,He won glory for his country.
goal,n,/ɡoʊl/,目标,2,高频|四级,Set a clear goal for yourself.
gorgeous,adj,/ˈɡɔːrdʒəs/,华丽的,5,高频|六级,The sunset was gorgeous.
govern,v,/ˈɡʌvərn/,治理,5,高频|六级,The country is governed by elected officials.
grab,v,/ɡræb/,抓取,3,高频|四级,She grabbed my arm.
grace,n,/ɡreɪs/,优雅,5,高频|六级,She moves with grace.
gradual,adj,/ˈɡrædʒuəl/,逐渐的,4,高频|六级,There has been a gradual improvement.
grant,v/n,/ɡrɑːnt/,授予、授予、拨款,5,高频|六级|雅思,The government granted him a visa.
grateful,adj,/ˈɡreɪtfl/,感激的,3,高频|四级,I'm grateful for your help.
grave,n/adj,/ɡreɪv/,坟墓、坟墓、严重的,5,高频|六级,This is a grave mistake.
great,adj,/ɡreɪt/,伟大的,1,高频|高考,She is a great leader.
grief,n,/ɡriːf/,悲伤,5,高频|六级,He was overcome with grief.
gross,adj,/ɡroʊs/,总的、总的、毛的,5,高频|六级|商务,Gross income is before taxes.
ground,n,/ɡraʊnd/,地面,2,高频|四级,He fell to the ground.
group,n/v,/ɡruːp/,组、组、团体,1,高频|高考,We work in small groups.
grow,v,/ɡroʊ/,成长、成长、种植,1,高频|高考,Plants grow in the sunshine.
growth,n,/ɡroʊθ/,增长、增长、成长,4,高频|六级,The company has seen rapid growth.
guarantee,n/v,/ˌɡærənˈtiː/,保证,5,高频|六级|商务,We guarantee the quality.
